Date,count_heard_inf,news_inflation,news_inflation_ratio,count_heard_unfav,unfav_inflation,unfav_inflation_ratio,count_heard_fav,fav_inflation,fav_inflation_ratio,count_up_or_down,go_up,go_up_same_rate,stay_same,go_down
1978.0,693,27,0.03896103896103896,693,25,0.03607503607503607,693,2,0.002886002886002886,693,605,0,68,15
1978.0833333333333,1276,49,0.0384012539184953,1276,46,0.03605015673981191,1276,3,0.0023510971786833857,1276,1118,0,121,13
1978.1666666666665,793,30,0.03783102143757881,793,29,0.03656998738965952,793,1,0.0012610340479192938,793,702,0,77,5
1978.2499999999998,742,53,0.07142857142857142,742,48,0.0646900269541779,742,5,0.006738544474393531,742,683,0,40,7
1978.333333333333,1298,115,0.08859784283513097,1298,108,0.08320493066255778,1298,7,0.00539291217257319,1298,1127,0,133,22
1978.4166666666663,701,57,0.08131241084165478,701,56,0.07988587731811697,701,1,0.0014265335235378032,701,634,0,51,11
1978.4999999999995,758,60,0.079155672823219,758,57,0.07519788918205805,758,3,0.00395778364116095,758,675,0,62,17
1978.5833333333328,1185,111,0.09367088607594937,1185,99,0.08354430379746836,1185,12,0.010126582278481013,1185,1033,0,113,20
1978.666666666666,755,59,0.0781456953642384,755,42,0.05562913907284768,755,17,0.022516556291390728,755,657,0,76,11
1978.7499999999993,757,52,0.06869220607661823,757,45,0.059445178335535004,757,7,0.009247027741083224,757,677,0,65,8
1978.8333333333326,1459,125,0.08567511994516792,1459,118,0.08087731322823852,1459,7,0.004797806716929404,1459,1286,0,135,14
1978.9166666666658,769,84,0.10923276983094929,769,83,0.10793237971391417,769,1,0.0013003901170351106,769,709,0,37,9
1978.999999999999,884,91,0.10294117647058823,884,86,0.09728506787330317,884,5,0.005656108597285068,884,819,0,44,11
1979.0833333333323,1361,177,0.13005143277002204,1361,161,0.11829537105069801,1361,16,0.011756061719324026,1361,1218,0,107,24
1979.1666666666656,769,104,0.1352405721716515,769,97,0.12613784135240572,769,7,0.009102730819245773,769,727,0,30,5
1979.2499999999989,962,162,0.1683991683991684,962,158,0.16424116424116425,962,4,0.004158004158004158,962,892,0,50,9
